rank,user_id,purchase_intent,predicted_intent,intent_tier,top_category,rec_pool,rec_product_ids,rec_product_names
3923,U004016,0.2641,0.253871,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3924,U004578,0.2641,0.250001,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3925,U004459,0.264,0.269535,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3926,U001686,0.2639,0.257554,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3927,U004259,0.2639,0.244691,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3928,U000362,0.2638,0.252602,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3929,U002749,0.2638,0.257933,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3930,U003862,0.2638,0.260547,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3931,U004024,0.2638,0.241486,中意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3932,U000511,0.2637,0.262585,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3933,U002429,0.2636,0.252917,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3934,U002526,0.2636,0.248269,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3935,U003463,0.2634,0.264911,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3936,U000813,0.2633,0.257595,中意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3937,U002104,0.2633,0.253535,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3938,U002952,0.2633,0.257517,中意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3939,U000870,0.2631,0.224629,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3940,U001272,0.2631,0.257936,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3941,U000475,0.263,0.259151,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3942,U001955,0.263,0.221003,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3943,U003545,0.263,0.256333,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3944,U003717,0.263,0.243446,中意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3945,U001343,0.2629,0.259932,中意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3946,U004622,0.2629,0.257225,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3947,U001675,0.2628,0.259368,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3948,U001956,0.2628,0.252723,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3949,U002209,0.2628,0.24833,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3950,U000019,0.2627,0.263901,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3951,U000319,0.2627,0.25981,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3952,U004708,0.2626,0.228756,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3953,U003139,0.2625,0.255643,中意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
3954,U004454,0.2625,0.239721,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3955,U004502,0.2625,0.263167,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3956,U003027,0.2624,0.24351,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3957,U002938,0.2621,0.235428,中意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3958,U003445,0.2621,0.257579,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3959,U001569,0.262,0.255773,中意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3960,U003868,0.262,0.222753,中意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3961,U001269,0.2619,0.268588,中意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3962,U003456,0.2619,0.239104,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3963,U004787,0.2619,0.259065,中意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3964,U001504,0.2618,0.243946,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3965,U001792,0.2618,0.24658,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3966,U001242,0.2617,0.250093,中意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
3967,U002181,0.2617,0.258138,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3968,U003974,0.2617,0.244526,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3969,U000377,0.2616,0.252176,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3970,U002027,0.2616,0.265226,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3971,U002378,0.2616,0.235246,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3972,U002765,0.2616,0.250857,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3973,U004120,0.2615,0.267433,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3974,U004304,0.2615,0.259601,中意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3975,U000626,0.2614,0.282277,中意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3976,U003010,0.2614,0.272184,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3977,U003752,0.2614,0.252352,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3978,U000367,0.2613,0.251824,中意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
3979,U002522,0.2613,0.245936,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3980,U002688,0.2613,0.25452,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3981,U002993,0.2613,0.257711,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3982,U003117,0.2613,0.261749,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3983,U003239,0.2612,0.297954,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3984,U000636,0.2611,0.241409,中意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3985,U002347,0.261,0.265817,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3986,U002283,0.2609,0.259728,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3987,U001634,0.2607,0.254746,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3988,U002158,0.2607,0.249262,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3989,U001303,0.2605,0.262953,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3990,U001133,0.2603,0.246882,中意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3991,U001614,0.2602,0.256317,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3992,U004545,0.2602,0.25644,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3993,U001307,0.2601,0.253666,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3994,U002619,0.2601,0.246303,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3995,U003412,0.2601,0.274618,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3996,U002848,0.26,0.237166,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3997,U003818,0.26,0.249976,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3998,U004799,0.2598,0.254619,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3999,U004077,0.2597,0.230608,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
4000,U001653,0.2596,0.239378,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
4001,U003896,0.2596,0.254101,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
4002,U003262,0.2595,0.247093,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
4003,U004745,0.2595,0.250999,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
4004,U001064,0.2594,0.248827,中意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
4005,U004413,0.2593,0.263853,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
4006,U001471,0.2592,0.253925,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
4007,U004368,0.2592,0.251879,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
4008,U003487,0.259,0.259772,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
4009,U004026,0.259,0.264006,中意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
4010,U004877,0.259,0.265974,中意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
4011,U004303,0.2589,0.266947,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
4012,U004985,0.2589,0.250215,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
4013,U001301,0.2588,0.25636,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
4014,U003372,0.2588,0.252566,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
4015,U003840,0.2588,0.252868,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
4016,U004339,0.2588,0.256109,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
4017,U002040,0.2587,0.248552,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
4018,U004888,0.2587,0.255525,中意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
4019,U004349,0.2585,0.253339,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
4020,U000472,0.2584,0.250575,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
4021,U004556,0.2584,0.242554,中意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
4022,U001268,0.2583,0.259508,中意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
4023,U000489,0.2581,0.23824,中意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
4024,U000936,0.2581,0.255513,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
4025,U001021,0.2581,0.238955,中意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
4026,U002248,0.2581,0.261421,中意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
4027,U002265,0.2581,0.24809,中意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
4028,U001291,0.258,0.258604,中意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
4029,U002743,0.258,0.263014,中意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
4030,U001537,0.2579,0.248806,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
4031,U000174,0.2578,0.248806,中意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
4032,U002291,0.2578,0.259365,中意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
4033,U003772,0.2578,0.250619,中意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
4034,U001125,0.2575,0.258212,中意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
4035,U003314,0.2575,0.248725,中意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
